,HorseNameCHI,date,raceid,location_id,distance,DG,Act_RS,wlast,first,firsttwo,firstthree
10602,如沐春風,2018-11-10,168,0,1.8,Inner,Late,1.0,0,0,0
10603,如沐春風,2018-10-31,142,0,1.8,Inner,Late,6.0,0,0,1
10604,如沐春風,2018-10-01,56,0,1.8,Outer,Late,7.0,0,0,0
10605,如沐春風,2018-09-22,40,0,1.6,Inner,Late,1.0,0,0,0
10606,如沐春風,2018-07-15,799,0,1.8,Inner,MiddleLate,1.0,0,0,0
10607,如沐春風,2018-06-24,742,0,2.0,MiddleOuter,Late,3.0,0,0,0
10608,如沐春風,2018-06-16,736,0,1.6,Outer,Late,2.0,0,0,0
10609,如沐春風,2018-05-27,678,0,1.6,Outer,Late,2.0,0,0,0
10610,如沐春風,2018-05-12,646,0,1.6,MiddleInner,Late,1.0,0,0,0
10618,馬奇財,2018-12-23,276,0,1.4,MiddleInner,MiddleLate,1.0,0,0,0
10619,馬奇財,2018-12-05,231,1,1.65,Inner,MiddleFront,2.0,0,0,0
10620,馬奇財,2018-10-18,105,1,1.65,Outer,Pace,2.0,0,0,0
10621,馬奇財,2018-10-03,68,1,1.2,Inner,MiddleFront,3.0,0,0,0
10622,馬奇財,2018-09-12,30,1,1.2,MiddleOuter,MiddleFront,2.0,1,1,1
10623,馬奇財,2018-07-08,783,0,1.2,MiddleInner,Late,2.0,0,0,0
10624,馬奇財,2018-06-03,703,0,1.4,Inner,MiddleLate,2.0,0,0,0
10626,馬奇財,2018-05-02,619,0,1.65,Outer,MiddleFront,1.0,0,0,0
10627,馬奇財,2018-03-21,519,1,1.2,Outer,MiddleLate,4.0,0,0,0
10640,陸寶,2018-04-15,573,0,2.2,Inner,MiddleLate,2.0,0,0,0
10641,陸寶,2018-03-18,509,0,2.0,Inner,Late,1.0,0,0,0
10642,陸寶,2018-03-03,472,0,1.8,MiddleInner,Late,2.0,0,0,0
10643,陸寶,2018-02-25,448,0,1.6,MiddleOuter,Late,6.0,0,0,0
10659,餘皇,2018-11-14,176,1,1.2,Outer,Late,3.0,0,0,0
10660,餘皇,2018-10-01,57,0,1.2,MiddleInner,MiddleFront,2.0,0,0,0
10661,餘皇,2018-09-12,32,1,1.2,Outer,MiddleFront,4.0,0,0,0
10662,餘皇,2018-07-11,790,1,1.2,Outer,Pace,2.0,0,0,0
10663,餘皇,2018-06-27,754,1,1.0,MiddleInner,MiddleLate,1.0,0,0,0
10664,餘皇,2018-06-06,708,1,1.0,Outer,MiddleLate,5.0,0,0,0
10665,餘皇,2018-05-23,675,1,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
10666,餘皇,2018-05-16,655,1,1.2,MiddleInner,Pace,2.0,0,0,0
10667,餘皇,2018-05-02,620,0,1.2,MiddleInner,Late,2.0,0,0,0
10697,翠龍,2018-12-23,279,0,2.0,MiddleInner,Pace,2.0,0,0,1
10698,翠龍,2018-12-09,241,0,1.6,Inner,MiddleFront,3.0,1,1,1
10699,翠龍,2018-11-18,185,0,1.8,MiddleOuter,Pace,3.0,0,0,0
10700,翠龍,2018-10-21,112,0,1.8,MiddleInner,MiddleFront,2.0,0,0,0
10701,翠龍,2018-10-03,71,1,1.8,Inner,MiddleFront,2.0,1,1,1
10702,翠龍,2018-07-08,781,0,2.0,MiddleOuter,Pace,1.0,0,1,1
10703,翠龍,2018-06-27,756,1,1.8,Inner,MiddleFront,1.0,0,1,1
10719,為您贏,2018-12-23,275,0,1.4,MiddleInner,Late,1.0,0,0,0
10720,為您贏,2018-12-02,218,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
10721,為您贏,2018-11-04,145,0,1.2,MiddleOuter,MiddleLate,3.0,0,0,0
10723,大掌櫃,2018-12-23,276,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
10724,大掌櫃,2018-12-02,218,0,1.4,Inner,MiddleLate,1.0,0,0,0
10725,大掌櫃,2018-11-10,167,0,1.4,MiddleInner,MiddleLate,8.0,0,0,0
10726,大掌櫃,2018-10-21,110,0,1.6,MiddleInner,Pace,2.0,0,0,0
10727,大掌櫃,2018-10-01,58,0,1.4,Inner,MiddleFront,3.0,0,0,0
10728,大掌櫃,2018-09-22,41,0,1.4,Outer,MiddleFront,3.0,0,0,0
10730,福將,2018-10-21,114,0,1.6,Outer,Late,7.0,0,0,0
10731,福將,2018-10-01,60,0,1.6,Inner,MiddleFront,2.0,0,0,0
10732,福將,2018-09-09,21,0,1.6,MiddleOuter,Late,3.0,0,0,1
10733,福將,2018-05-27,682,0,1.8,Outer,Late,2.0,0,0,0
10734,福將,2018-05-09,638,1,1.65,MiddleInner,MiddleFront,2.0,0,0,0
10735,福將,2018-04-29,612,0,1.6,MiddleInner,MiddleFront,2.0,0,0,0
10736,福將,2018-04-11,564,1,1.65,Outer,Late,2.0,0,0,0
10737,福將,2018-03-18,509,0,2.0,MiddleInner,MiddleFront,3.0,0,0,0
10749,佳騰駒,2018-12-09,239,0,2.4,MiddleOuter,Pace,1.0,0,0,0
10750,佳騰駒,2018-11-18,187,0,2.0,MiddleInner,MiddleFront,4.0,0,0,0
10751,佳騰駒,2018-10-21,112,0,1.8,MiddleOuter,MiddleLate,1.0,0,0,0
10752,佳騰駒,2018-04-15,573,0,2.2,MiddleOuter,MiddleFront,4.0,0,0,0
10753,佳騰駒,2018-03-18,509,0,2.0,MiddleOuter,Pace,1.0,0,0,0
10754,佳騰駒,2018-03-03,472,0,1.8,Inner,MiddleFront,2.0,1,1,1
10755,佳騰駒,2018-02-18,435,0,1.8,Outer,Pace,2.0,0,0,0
10756,佳騰駒,2018-02-04,393,0,1.8,MiddleInner,MiddleLate,2.0,0,0,0
10757,佳騰駒,2018-01-21,363,0,1.6,Outer,Pace,2.0,0,0,0
10758,佳騰駒,2018-01-01,318,0,1.4,MiddleInner,MiddleLate,2.0,0,0,0
10782,和平路,2018-12-26,290,1,1.65,MiddleOuter,MiddleLate,2.0,0,0,0
10783,和平路,2018-12-09,244,0,1.2,MiddleOuter,Late,1.0,0,0,0
10784,和平路,2018-11-14,180,1,1.65,MiddleOuter,Late,4.0,0,0,0
10785,和平路,2018-10-13,98,0,1.6,Outer,MiddleLate,2.0,0,0,0
10786,和平路,2018-09-22,46,0,1.4,MiddleInner,MiddleLate,2.0,0,0,0
10809,一舖成名,2018-12-16,260,0,1.4,MiddleInner,MiddleLate,4.0,0,0,0
10810,一舖成名,2018-11-28,216,1,1.2,Outer,Late,2.0,0,0,0
10811,一舖成名,2018-11-14,178,1,1.2,MiddleOuter,Late,2.0,0,0,0
10812,一舖成名,2018-10-31,143,0,1.65,Inner,Late,1.0,0,0,0
10813,一舖成名,2018-10-01,60,0,1.6,MiddleInner,MiddleLate,2.0,0,0,0
10814,一舖成名,2018-09-02,8,0,1.4,MiddleInner,MiddleLate,2.0,0,0,0
10815,一舖成名,2018-07-01,765,0,1.4,Inner,MiddleLate,1.0,1,1,1
10816,一舖成名,2018-06-06,712,1,1.65,Outer,Late,2.0,0,0,0
10817,一舖成名,2018-05-27,682,0,1.8,MiddleOuter,Pace,1.0,0,0,0
10818,一舖成名,2018-05-09,637,1,1.65,MiddleInner,MiddleLate,4.0,0,0,0
10819,一舖成名,2018-04-15,568,0,1.6,MiddleInner,MiddleLate,1.0,0,0,0
10837,輝煌星,2018-07-15,807,0,1.4,MiddleOuter,MiddleFront,1.0,1,1,1
10838,輝煌星,2018-07-01,766,0,1.2,MiddleOuter,Late,2.0,0,0,1
10839,輝煌星,2018-05-20,666,0,1.2,Inner,MiddleFront,1.0,1,1,1
10840,輝煌星,2018-04-21,591,0,1.2,MiddleOuter,MiddleLate,3.0,0,0,1
10841,輝煌星,2018-04-02,540,0,1.2,Inner,MiddleLate,1.0,1,1,1
10842,輝煌星,2018-03-11,491,0,1.2,MiddleInner,MiddleLate,1.0,0,1,1
10843,輝煌星,2018-02-04,398,0,1.4,Outer,Pace,3.0,0,0,0
10844,輝煌星,2018-01-21,360,0,1.2,Inner,MiddleFront,2.0,0,0,0
10864,順意寶,2018-11-25,206,0,1.2,MiddleInner,MiddleLate,3.0,0,0,0
10865,順意寶,2018-07-11,796,1,1.2,Outer,Late,2.0,0,0,0
10866,順意寶,2018-06-13,728,1,1.2,MiddleInner,MiddleFront,1.0,1,1,1
10867,順意寶,2018-05-27,685,0,1.4,Outer,MiddleLate,1.0,0,0,0
10868,順意寶,2018-05-06,630,0,1.2,Outer,MiddleLate,3.0,0,0,1
10869,順意寶,2018-04-11,562,1,1.0,MiddleOuter,Late,3.0,0,0,0
10870,順意寶,2018-03-21,516,1,1.2,Inner,MiddleLate,1.0,0,0,0
10871,順意寶,2018-02-18,436,0,1.2,Outer,Late,1.0,0,0,0
10875,喜歡笑,2018-11-14,179,1,1.8,MiddleOuter,MiddleFront,4.0,0,0,0
10876,喜歡笑,2018-11-04,152,0,1.8,MiddleInner,Late,7.0,0,0,0
10877,喜歡笑,2018-10-13,92,0,1.8,MiddleInner,MiddleFront,2.0,0,0,0
10878,喜歡笑,2018-09-09,21,0,1.6,Inner,MiddleLate,2.0,0,0,0
10879,喜歡笑,2018-04-21,589,0,1.8,Inner,MiddleLate,2.0,0,0,0
10880,喜歡笑,2018-03-18,505,0,2.0,Outer,Late,7.0,0,0,0
10881,喜歡笑,2018-02-18,433,0,2.0,Outer,MiddleLate,4.0,0,0,0
10882,喜歡笑,2018-01-28,381,0,1.8,MiddleInner,MiddleFront,2.0,0,0,0
10883,喜歡笑,2018-01-01,318,0,1.4,MiddleOuter,MiddleLate,1.0,0,0,0
10909,喜勝駒,2018-12-09,245,0,1.4,Outer,Late,4.0,0,0,0
10910,喜勝駒,2018-11-18,183,0,1.65,Inner,MiddleFront,2.0,0,0,0
10911,喜勝駒,2018-11-10,169,0,1.4,MiddleOuter,MiddleLate,2.0,0,0,0
10912,喜勝駒,2018-07-04,775,1,1.2,Outer,MiddleFront,2.0,0,0,0
10913,喜勝駒,2018-06-13,729,1,1.65,MiddleOuter,MiddleFront,2.0,0,0,0
10914,喜勝駒,2018-05-27,685,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,0
10915,喜勝駒,2018-05-12,649,0,1.4,MiddleOuter,MiddleFront,4.0,0,0,0
10916,喜勝駒,2018-04-29,605,0,1.6,MiddleOuter,MiddleFront,2.0,0,0,0
10917,喜勝駒,2018-04-15,574,0,1.4,Inner,MiddleFront,4.0,0,0,1
10918,喜勝駒,2018-03-25,529,0,1.4,Inner,MiddleFront,1.0,0,0,0
10932,遨遊神駒,2018-12-16,264,0,1.4,MiddleInner,MiddleLate,2.0,0,0,0
10933,遨遊神駒,2018-11-04,153,0,1.4,MiddleOuter,MiddleFront,3.0,0,0,0
10934,遨遊神駒,2018-10-07,79,0,1.2,Inner,MiddleLate,2.0,0,0,0
10935,遨遊神駒,2018-05-12,649,0,1.4,Outer,MiddleFront,1.0,1,1,1
10936,遨遊神駒,2018-04-21,592,0,1.4,MiddleInner,MiddleLate,2.0,0,0,0
10937,遨遊神駒,2018-04-02,547,0,1.4,Outer,Pace,2.0,0,0,0
10938,遨遊神駒,2018-02-25,451,0,1.2,MiddleOuter,MiddleFront,2.0,0,0,0
10962,自在人生,2018-11-18,190,0,1.4,MiddleOuter,MiddleFront,3.0,0,0,0
10963,自在人生,2018-10-13,100,0,1.4,Outer,Pace,2.0,0,0,1
10964,自在人生,2018-09-22,45,0,1.4,Outer,Pace,2.0,0,0,0
10965,自在人生,2018-07-01,769,0,1.4,MiddleInner,MiddleFront,1.0,0,0,0
10966,自在人生,2018-06-03,703,0,1.4,MiddleInner,MiddleFront,3.0,1,1,1
10967,自在人生,2018-05-20,665,0,1.4,Inner,MiddleLate,1.0,0,0,0
10968,自在人生,2018-05-06,631,0,1.4,Inner,Pace,1.0,0,0,0
10969,自在人生,2018-04-15,574,0,1.4,MiddleInner,Pace,3.0,0,1,1
10970,自在人生,2018-03-11,489,0,1.65,Inner,MiddleFront,1.0,0,0,0
10974,上市動力,2018-12-29,299,0,1.2,MiddleInner,Late,3.0,0,0,0
10975,上市動力,2018-10-31,144,0,1.2,Outer,Late,2.0,0,1,1
10976,上市動力,2018-10-13,97,0,1.2,MiddleOuter,MiddleLate,3.0,1,1,1
10977,上市動力,2018-09-09,27,0,1.2,Outer,Late,1.0,1,1,1
10978,上市動力,2018-07-08,787,0,1.2,MiddleOuter,Pace,3.0,0,0,0
10979,上市動力,2018-05-30,693,0,1.2,Outer,MiddleFront,2.0,0,1,1
10980,上市動力,2018-05-06,631,0,1.4,Outer,MiddleLate,4.0,0,0,0
10981,上市動力,2018-04-15,574,0,1.4,Outer,Late,3.0,1,1,1
10982,上市動力,2018-04-02,540,0,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
10991,大把子彈,2018-11-28,210,1,1.65,MiddleInner,Late,6.0,0,0,0
10992,大把子彈,2018-10-07,73,0,1.8,MiddleInner,MiddleFront,4.0,0,0,0
10994,大把子彈,2018-05-12,643,0,1.4,MiddleInner,Late,3.0,0,0,0
10995,大把子彈,2018-04-15,570,0,1.4,Outer,Late,3.0,0,0,0
10996,大把子彈,2018-03-18,506,0,1.2,MiddleOuter,Late,3.0,0,0,0
10997,大把子彈,2018-02-18,430,0,1.2,Outer,Late,2.0,0,0,0
11008,精算風暴,2018-12-09,244,0,1.2,Outer,Pace,3.0,1,1,1
11009,精算風暴,2018-11-18,189,0,1.2,MiddleInner,Late,3.0,1,1,1
11010,精算風暴,2018-11-04,154,0,1.4,Outer,Pace,1.0,0,0,0
11011,精算風暴,2018-10-21,118,0,1.4,Inner,MiddleFront,2.0,0,0,0
11012,精算風暴,2018-10-01,64,0,1.2,MiddleInner,MiddleFront,2.0,0,0,0
11013,精算風暴,2018-07-01,766,0,1.2,Outer,MiddleLate,3.0,0,0,0
11014,精算風暴,2018-05-27,684,0,1.2,MiddleInner,MiddleFront,2.0,1,1,1
11015,精算風暴,2018-05-06,630,0,1.2,Outer,MiddleFront,3.0,1,1,1
11016,精算風暴,2018-03-25,529,0,1.4,MiddleOuter,Pace,2.0,0,0,0
11017,精算風暴,2018-03-03,471,0,1.4,Outer,Pace,1.0,1,1,1
11029,神州威龍,2018-12-16,255,0,1.2,Outer,Pace,2.0,0,1,1
11030,神州威龍,2018-11-25,204,0,1.4,Outer,MiddleFront,4.0,0,0,0
11031,神州威龍,2018-11-07,158,1,1.2,MiddleOuter,MiddleFront,2.0,0,0,0
11032,神州威龍,2018-10-18,102,1,1.2,MiddleInner,MiddleLate,2.0,0,0,0
11033,神州威龍,2018-10-03,68,1,1.2,Outer,Pace,2.0,0,0,0
11047,幸運健康,2018-11-28,214,1,1.2,MiddleOuter,Late,2.0,0,0,0
11048,幸運健康,2018-06-24,745,0,1.2,Inner,MiddleFront,1.0,0,0,0
11049,幸運健康,2018-05-30,690,0,1.2,MiddleInner,MiddleFront,5.0,0,0,0
11061,龍城勝將,2018-11-04,145,0,1.2,MiddleInner,MiddleFront,2.0,0,0,0
11085,亮先生,2018-10-10,89,1,1.0,Inner,MiddleLate,1.0,0,0,0
11108,有理共想,2018-11-07,162,1,1.2,Outer,Late,2.0,1,1,1
11109,有理共想,2018-10-21,118,0,1.4,MiddleOuter,Late,2.0,0,0,0
11110,有理共想,2018-10-01,64,0,1.2,MiddleOuter,Late,1.0,0,0,0
11111,有理共想,2018-09-02,3,0,1.2,Inner,Late,3.0,0,0,1
11112,有理共想,2018-06-03,704,0,1.2,MiddleOuter,MiddleLate,2.0,0,0,1
11113,有理共想,2018-04-29,611,0,1.2,Outer,Late,1.0,1,1,1
11114,有理共想,2018-04-08,551,0,1.2,Inner,MiddleFront,1.0,0,1,1
11115,有理共想,2018-03-18,508,0,1.2,Outer,Late,1.0,0,0,0
11140,友盈有款,2018-12-19,268,0,1.2,Inner,MiddleLate,3.0,0,0,0
11141,友盈有款,2018-10-28,129,1,1.2,Outer,MiddleLate,4.0,0,0,0
11142,友盈有款,2018-10-07,80,0,1.2,Inner,MiddleFront,1.0,0,0,1
11143,友盈有款,2018-09-22,39,0,1.2,MiddleInner,MiddleLate,3.0,0,0,0
11144,友盈有款,2018-09-09,23,0,1.2,Inner,Pace,1.0,0,0,0
11145,友盈有款,2018-07-15,806,0,1.2,Inner,Pace,1.0,0,0,0
11146,友盈有款,2018-07-11,796,1,1.2,Outer,Pace,4.0,0,0,0
11147,友盈有款,2018-04-11,562,1,1.0,MiddleInner,MiddleLate,1.0,0,0,0
11164,鑽飾明駝,2018-12-02,226,0,1.4,MiddleInner,MiddleFront,3.0,0,1,1
11165,鑽飾明駝,2018-11-04,153,0,1.4,Outer,MiddleLate,2.0,0,0,0
11166,鑽飾明駝,2018-10-01,63,0,1.2,Outer,Late,2.0,0,0,0
11167,鑽飾明駝,2018-07-15,805,0,1.4,MiddleInner,MiddleFront,1.0,0,0,0
11168,鑽飾明駝,2018-06-10,721,0,1.2,MiddleOuter,MiddleLate,3.0,0,0,0
11192,龍鳳情祥,2018-12-29,293,0,1.2,Inner,MiddleFront,2.0,1,1,1
11193,龍鳳情祥,2018-12-09,236,0,1.4,Inner,MiddleFront,1.0,0,0,0
11194,龍鳳情祥,2018-11-07,158,1,1.2,MiddleInner,MiddleLate,1.0,0,0,0
11195,龍鳳情祥,2018-10-21,113,0,1.4,Inner,Pace,1.0,0,0,0
11196,龍鳳情祥,2018-07-08,782,0,1.2,Inner,MiddleFront,1.0,0,0,0
11220,獵狐章者,2018-12-19,267,0,1.65,Inner,MiddleFront,2.0,0,0,0
11221,獵狐章者,2018-11-28,212,1,1.2,MiddleInner,MiddleFront,5.0,0,0,0
11222,獵狐章者,2018-10-03,68,1,1.2,Outer,Late,5.0,0,0,0
11223,獵狐章者,2018-09-12,30,1,1.2,Inner,MiddleLate,3.0,0,0,1
11224,獵狐章者,2018-07-04,772,1,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
11225,獵狐章者,2018-06-06,708,1,1.0,MiddleOuter,Late,2.0,0,0,0
11236,好好彩彩,2018-06-03,697,0,1.2,Outer,Pace,1.0,1,1,1
11237,好好彩彩,2018-05-20,664,0,1.2,MiddleOuter,MiddleFront,3.0,0,0,1
11259,悅裕,2018-12-16,264,0,1.4,Outer,Late,3.0,0,0,0
11260,悅裕,2018-11-21,195,1,1.65,MiddleOuter,MiddleLate,1.0,0,0,0
11261,悅裕,2018-11-10,172,0,1.6,Inner,MiddleFront,2.0,0,0,0
11262,悅裕,2018-10-21,113,0,1.4,MiddleInner,Late,2.0,1,1,1
11263,悅裕,2018-10-10,83,1,1.8,Inner,MiddleFront,1.0,0,0,0
11264,悅裕,2018-06-16,736,0,1.6,MiddleInner,Late,3.0,0,0,0
11265,悅裕,2018-05-27,681,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,0
11266,悅裕,2018-05-06,627,0,1.4,MiddleInner,MiddleLate,2.0,1,1,1
11267,悅裕,2018-04-02,541,0,1.2,MiddleInner,Late,2.0,0,0,0
11279,金鼓齊鳴,2018-10-07,79,0,1.2,MiddleInner,MiddleLate,1.0,0,0,0
11281,金鼓齊鳴,2018-03-11,485,0,1.2,Outer,Pace,2.0,1,1,1
11282,金鼓齊鳴,2018-02-25,450,0,1.2,MiddleInner,MiddleFront,3.0,0,0,0
11289,七十七十,2018-12-02,226,0,1.4,MiddleOuter,MiddleLate,6.0,0,0,0
11290,七十七十,2018-11-18,190,0,1.4,Outer,Late,3.0,0,0,0
11291,七十七十,2018-10-28,131,1,1.2,Inner,MiddleLate,2.0,0,0,0
11292,七十七十,2018-10-01,57,0,1.2,Outer,MiddleLate,1.0,1,1,1
11293,七十七十,2018-06-03,698,0,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
11294,七十七十,2018-05-09,633,1,1.2,MiddleOuter,MiddleLate,1.0,0,0,1
11295,七十七十,2018-03-18,506,0,1.2,MiddleOuter,MiddleFront,2.0,0,0,0
11296,七十七十,2018-03-03,469,0,1.2,Inner,MiddleFront,1.0,0,1,1
11311,軍力勁,2018-12-19,272,0,1.2,Inner,MiddleFront,2.0,0,0,0
11312,軍力勁,2018-12-05,232,1,1.2,Outer,Pace,1.0,0,1,1
11313,軍力勁,2018-11-10,171,0,1.2,MiddleOuter,Pace,1.0,0,0,0
11314,軍力勁,2018-10-13,94,0,1.2,Outer,Pace,1.0,1,1,1
11315,軍力勁,2018-09-22,37,0,1.2,Outer,Pace,2.0,1,1,1
11316,軍力勁,2018-07-08,783,0,1.2,Outer,Pace,1.0,0,0,1
11317,軍力勁,2018-06-03,698,0,1.2,MiddleInner,MiddleFront,1.0,0,0,0
11327,利之湖,2018-12-19,269,0,1.2,Inner,Late,1.0,0,0,0
11328,利之湖,2018-12-12,249,1,1.2,MiddleInner,Late,1.0,0,0,0
11329,利之湖,2018-11-21,194,1,1.2,Outer,Late,2.0,0,0,0
11369,帶榮來,2018-12-16,259,0,1.6,Inner,MiddleFront,1.0,0,0,1
11370,帶榮來,2018-11-25,202,0,1.6,Outer,Pace,1.0,0,0,1
11371,帶榮來,2018-11-04,148,0,1.6,Outer,MiddleFront,3.0,0,0,1
11372,帶榮來,2018-10-13,95,0,1.4,Outer,Late,3.0,0,0,1
11373,帶榮來,2018-09-22,41,0,1.4,Outer,MiddleLate,3.0,0,0,0
11374,帶榮來,2018-09-09,23,0,1.2,MiddleInner,MiddleFront,2.0,0,0,0
11375,帶榮來,2018-07-15,800,0,1.2,Outer,Late,3.0,0,0,0
11376,帶榮來,2018-06-16,734,0,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
11377,帶榮來,2018-05-27,680,0,1.2,Outer,Late,3.0,0,0,0
11378,帶榮來,2018-05-06,626,0,1.2,MiddleInner,MiddleFront,3.0,0,0,0
11393,魅力星星,2018-12-12,247,1,1.2,MiddleInner,Pace,1.0,0,1,1
11394,魅力星星,2018-11-14,176,1,1.2,MiddleInner,Pace,3.0,0,0,0
11395,魅力星星,2018-10-24,123,1,1.0,MiddleInner,MiddleLate,2.0,0,0,0
11396,魅力星星,2018-07-04,773,1,1.2,MiddleOuter,Pace,1.0,1,1,1
11397,魅力星星,2018-06-13,726,1,1.2,MiddleOuter,Pace,1.0,1,1,1
11426,老實人,2018-12-16,261,0,1.2,Outer,Late,6.0,0,0,0
11427,老實人,2018-11-10,164,0,1.2,MiddleInner,MiddleFront,1.0,1,1,1
11428,老實人,2018-10-21,111,0,1.2,Outer,Late,1.0,0,0,0
11429,老實人,2018-10-01,57,0,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
11430,老實人,2018-07-01,763,0,1.2,MiddleInner,MiddleLate,2.0,0,0,0
11431,老實人,2018-05-27,680,0,1.2,MiddleOuter,MiddleFront,3.0,1,1,1
11432,老實人,2018-04-15,570,0,1.4,MiddleInner,MiddleFront,4.0,0,0,0
11433,老實人,2018-03-18,506,0,1.2,Outer,MiddleLate,3.0,0,0,0
11434,老實人,2018-02-18,430,0,1.2,Outer,Late,4.0,0,1,1
11448,珍珠鳳凰,2018-12-29,296,0,1.4,MiddleOuter,MiddleLate,3.0,1,1,1
11449,珍珠鳳凰,2018-11-25,204,0,1.4,MiddleInner,Late,1.0,0,1,1
11450,珍珠鳳凰,2018-10-13,95,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
11451,珍珠鳳凰,2018-05-12,643,0,1.4,Outer,Late,2.0,0,0,0
11452,珍珠鳳凰,2018-04-15,571,0,1.6,MiddleInner,MiddleFront,2.0,0,0,0
11453,珍珠鳳凰,2018-03-25,522,0,1.4,Inner,MiddleLate,3.0,0,0,0
11454,珍珠鳳凰,2018-02-25,450,0,1.2,MiddleOuter,Late,2.0,0,0,0
11456,花月良宵,2018-10-21,110,0,1.6,Inner,MiddleLate,5.0,0,0,0
11457,花月良宵,2018-10-01,58,0,1.4,Outer,Late,2.0,0,0,0
11458,花月良宵,2018-07-08,778,0,1.2,MiddleInner,Late,1.0,0,0,0
11459,花月良宵,2018-05-27,676,0,1.2,Inner,Late,2.0,0,0,0
11478,興爾,2018-12-29,298,0,2.0,MiddleOuter,Pace,1.0,0,0,0
11479,興爾,2018-12-02,224,0,1.65,MiddleOuter,MiddleLate,7.0,0,0,0
11480,興爾,2018-11-10,169,0,1.4,Outer,MiddleLate,3.0,0,0,0
11481,興爾,2018-07-15,803,0,1.6,MiddleInner,MiddleLate,8.0,0,0,0
11482,興爾,2018-06-16,739,0,1.6,Inner,MiddleLate,1.0,0,0,0
11483,興爾,2018-04-29,612,0,1.6,Outer,MiddleLate,3.0,0,0,0
11484,興爾,2018-03-03,472,0,1.8,MiddleInner,MiddleLate,2.0,0,0,0
11485,興爾,2018-02-10,415,0,1.6,Inner,MiddleLate,2.0,0,0,0
11486,興爾,2018-01-28,381,0,1.8,MiddleOuter,MiddleLate,4.0,0,0,0
11510,加州更好,2018-12-19,272,0,1.2,Outer,MiddleFront,2.0,0,0,0
11512,加州更好,2018-10-28,135,1,1.65,MiddleInner,Pace,1.0,0,0,0
11513,加州更好,2018-10-03,70,1,1.2,MiddleOuter,Late,2.0,0,0,0
11514,加州更好,2018-09-09,28,0,1.2,Outer,Pace,2.0,0,0,0
11515,加州更好,2018-07-01,767,0,1.2,MiddleInner,MiddleLate,3.0,0,0,0
11519,盈豐飛駒,2018-11-25,207,0,1.6,MiddleOuter,Late,4.0,0,0,0
11520,盈豐飛駒,2018-11-10,169,0,1.4,MiddleInner,MiddleLate,1.0,0,0,0
11521,盈豐飛駒,2018-11-04,154,0,1.4,Inner,MiddleFront,1.0,0,0,0
11529,電玩皇者,2018-12-29,299,0,1.2,Inner,MiddleFront,1.0,0,0,1
11530,電玩皇者,2018-12-09,245,0,1.4,Outer,Late,3.0,0,0,0
11531,電玩皇者,2018-11-10,166,0,1.2,MiddleInner,Late,6.0,0,0,0
11532,電玩皇者,2018-10-10,88,1,1.2,MiddleInner,Pace,2.0,0,0,0
11534,電玩皇者,2018-06-16,737,0,1.2,Inner,MiddleFront,1.0,0,0,0
11535,電玩皇者,2018-05-12,645,0,1.2,Outer,MiddleLate,1.0,0,1,1
11536,電玩皇者,2018-04-18,583,1,1.2,MiddleInner,MiddleLate,1.0,0,0,0
11537,電玩皇者,2018-03-28,534,1,1.2,MiddleOuter,Late,3.0,0,0,0
11538,電玩皇者,2018-03-07,481,1,1.2,Inner,MiddleLate,1.0,0,0,0
11556,軍民歡,2018-12-26,290,1,1.65,Inner,Late,1.0,0,0,0
11557,軍民歡,2018-12-05,235,1,1.8,Inner,MiddleLate,1.0,0,0,0
11558,軍民歡,2018-10-28,135,1,1.65,Outer,Late,3.0,1,1,1
11559,軍民歡,2018-10-10,88,1,1.2,Inner,MiddleLate,2.0,0,0,0
11560,軍民歡,2018-07-01,762,0,2.0,Inner,MiddleLate,2.0,0,0,0
11561,軍民歡,2018-05-27,682,0,1.8,Outer,Late,1.0,0,0,0
11562,軍民歡,2018-05-06,629,0,2.0,MiddleOuter,MiddleFront,2.0,0,0,0
11563,軍民歡,2018-03-18,509,0,2.0,Inner,MiddleLate,1.0,0,0,0
11564,軍民歡,2018-03-03,472,0,1.8,Outer,MiddleLate,3.0,0,0,0
11565,軍民歡,2018-02-21,446,1,1.65,Inner,Late,2.0,0,0,1
11568,黑馬王子,2018-10-31,141,0,1.2,Inner,Late,1.0,0,0,0
11569,黑馬王子,2018-10-21,114,0,1.6,MiddleOuter,MiddleLate,3.0,0,0,0
11570,黑馬王子,2018-09-22,45,0,1.4,Outer,MiddleLate,3.0,0,0,0
11571,黑馬王子,2018-09-09,28,0,1.2,MiddleOuter,MiddleLate,4.0,0,0,0
11572,黑馬王子,2018-06-24,747,0,1.6,Inner,MiddleLate,1.0,0,0,0
11573,黑馬王子,2018-06-03,700,0,1.6,MiddleOuter,Late,2.0,0,0,0
