,HorseNameCHI,date,raceid,location_id,distance,DG,Act_RS,wlast,first,firsttwo,firstthree
163,八心之友,2018-05-02,617,0,1.2,MiddleOuter,MiddleLate,4.0,0,0,1
164,八心之友,2018-04-11,560,1,1.2,Outer,Pace,2.0,0,0,0
165,八心之友,2018-03-25,525,0,1.2,Outer,MiddleFront,2.0,0,1,1
166,八心之友,2018-03-14,498,1,1.2,MiddleInner,Pace,1.0,1,1,1
167,八心之友,2018-02-28,459,0,1.2,Outer,MiddleFront,3.0,0,0,0
168,八心之友,2018-02-14,422,1,1.2,Inner,Pace,1.0,0,0,0
190,運財童子,2018-11-28,215,1,1.0,Outer,Late,2.0,0,0,0
192,運財童子,2018-10-28,134,1,1.0,Inner,MiddleFront,1.0,0,0,0
193,運財童子,2018-10-18,106,1,1.0,Inner,MiddleLate,2.0,0,1,1
195,運財童子,2018-06-06,711,1,1.0,Outer,Late,2.0,0,0,0
197,運財童子,2018-05-16,652,1,1.0,Inner,MiddleLate,2.0,0,0,0
198,運財童子,2018-04-25,600,1,1.0,Inner,MiddleFront,1.0,0,0,0
240,問鼎高峰,2018-11-28,216,1,1.2,Outer,MiddleLate,4.0,0,0,0
241,問鼎高峰,2018-10-24,125,1,1.2,Inner,MiddleFront,3.0,1,1,1
242,問鼎高峰,2018-10-03,68,1,1.2,MiddleInner,Pace,3.0,0,1,1
243,問鼎高峰,2018-06-03,703,0,1.4,MiddleOuter,MiddleFront,3.0,0,0,0
244,問鼎高峰,2018-05-20,660,0,1.4,MiddleOuter,Pace,1.0,0,0,0
245,問鼎高峰,2018-05-06,631,0,1.4,Inner,MiddleFront,2.0,0,0,0
246,問鼎高峰,2018-04-18,583,1,1.2,Outer,Late,2.0,0,0,0
247,問鼎高峰,2018-03-28,536,1,1.2,Outer,MiddleLate,2.0,0,0,0
248,問鼎高峰,2018-01-17,352,1,1.2,MiddleInner,MiddleFront,3.0,0,0,0
277,智愛,2018-12-09,245,0,1.4,Inner,Pace,1.0,0,0,0
278,智愛,2018-11-18,190,0,1.4,MiddleInner,MiddleFront,2.0,0,0,1
279,智愛,2018-10-18,108,1,1.2,MiddleOuter,Pace,2.0,0,0,1
280,智愛,2018-07-01,769,0,1.4,Outer,Pace,1.0,0,0,0
281,智愛,2018-05-20,663,0,1.4,Outer,Pace,3.0,1,1,1
282,智愛,2018-04-25,599,1,1.2,Inner,MiddleLate,1.0,0,0,1
283,智愛,2018-02-28,460,0,1.2,MiddleOuter,MiddleLate,1.0,0,1,1
284,智愛,2018-02-04,394,0,1.4,MiddleInner,MiddleFront,2.0,1,1,1
285,智愛,2018-01-07,321,0,1.65,Outer,MiddleLate,3.0,0,0,0
307,笑春風,2018-12-19,268,0,1.2,MiddleOuter,Pace,3.0,0,0,0
308,笑春風,2018-11-21,193,1,1.2,Outer,Late,2.0,0,0,0
309,笑春風,2018-10-13,94,0,1.2,MiddleInner,Late,2.0,0,0,0
310,笑春風,2018-06-27,758,1,1.2,MiddleOuter,MiddleLate,3.0,0,0,0
311,笑春風,2018-05-27,684,0,1.2,Outer,MiddleLate,3.0,0,0,0
312,笑春風,2018-04-25,602,1,1.2,Outer,MiddleFront,3.0,0,0,0
314,笑春風,2018-02-28,465,0,1.2,MiddleInner,Late,3.0,0,0,0
315,笑春風,2018-01-24,366,0,1.2,Outer,Pace,1.0,1,1,1
338,葵涌老友,2018-12-12,246,1,1.65,Outer,Late,2.0,1,1,1
339,葵涌老友,2018-12-05,227,1,1.65,MiddleOuter,MiddleLate,1.0,0,0,0
340,葵涌老友,2018-11-04,147,0,1.6,MiddleOuter,Late,2.0,0,0,0
341,葵涌老友,2018-10-18,104,1,1.8,MiddleOuter,Late,5.0,0,0,0
342,葵涌老友,2018-10-03,65,1,1.65,Inner,MiddleLate,2.0,0,0,0
343,葵涌老友,2018-09-02,2,0,1.6,MiddleOuter,Late,1.0,0,0,0
344,葵涌老友,2018-07-15,797,0,1.8,Outer,Late,1.0,0,0,0
345,葵涌老友,2018-05-06,623,0,1.4,MiddleInner,MiddleLate,2.0,0,0,0
346,葵涌老友,2018-03-28,530,1,1.65,Outer,MiddleFront,4.0,0,0,0
347,葵涌老友,2018-03-03,467,0,1.6,Outer,MiddleLate,3.0,0,1,1
441,幸運美金,2018-07-15,806,0,1.2,MiddleInner,Pace,2.0,0,0,0
443,幸運美金,2018-05-12,645,0,1.2,MiddleInner,MiddleFront,3.0,0,0,1
444,幸運美金,2018-04-21,593,0,1.2,Outer,MiddleLate,5.0,0,0,0
445,幸運美金,2018-03-11,491,0,1.2,Inner,MiddleFront,3.0,0,0,0
446,幸運美金,2018-01-01,318,0,1.4,Inner,Pace,1.0,0,0,0
475,最驫,2018-12-12,251,1,1.2,MiddleOuter,MiddleFront,2.0,0,0,0
476,最驫,2018-11-28,215,1,1.0,MiddleOuter,MiddleLate,3.0,0,1,1
477,最驫,2018-11-21,198,1,1.2,Outer,Late,2.0,0,0,0
478,最驫,2018-09-26,53,1,1.2,Inner,Pace,2.0,1,1,1
479,最驫,2018-09-12,34,1,1.0,Outer,Late,3.0,0,0,0
480,最驫,2018-09-05,13,1,1.0,MiddleOuter,Late,2.0,1,1,1
481,最驫,2018-07-01,763,0,1.2,Inner,Pace,1.0,0,0,0
482,最驫,2018-05-27,680,0,1.2,MiddleInner,Pace,1.0,0,0,1
483,最驫,2018-05-02,615,0,1.2,Outer,Pace,2.0,0,0,0
485,最驫,2018-03-21,519,1,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
512,喝采,2018-12-26,287,1,1.2,MiddleOuter,MiddleLate,3.0,0,0,0
513,喝采,2018-12-12,249,1,1.2,MiddleOuter,Pace,2.0,1,1,1
514,喝采,2018-11-21,194,1,1.2,Outer,Late,3.0,0,1,1
515,喝采,2018-10-24,124,1,1.2,Outer,Late,2.0,0,0,0
516,喝采,2018-10-10,87,1,1.2,Inner,MiddleLate,1.0,0,1,1
517,喝采,2018-09-12,32,1,1.2,MiddleInner,MiddleFront,3.0,0,0,1
518,喝采,2018-07-15,802,0,1.4,Inner,MiddleFront,2.0,0,0,0
519,喝采,2018-07-04,773,1,1.2,Inner,MiddleFront,2.0,0,0,0
520,喝采,2018-06-06,710,1,1.2,MiddleOuter,Late,4.0,0,0,0
521,喝采,2018-05-16,654,1,1.2,Inner,MiddleLate,2.0,0,0,1
522,喝采,2018-04-25,599,1,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
573,勝得威,2018-12-09,240,0,1.2,Inner,Late,1.0,0,0,0
574,勝得威,2018-11-18,188,0,1.2,MiddleInner,Late,1.0,0,0,0
575,勝得威,2018-10-21,115,0,1.2,MiddleInner,Late,1.0,0,0,0
577,勝得威,2018-09-02,3,0,1.2,MiddleInner,MiddleLate,2.0,1,1,1
578,勝得威,2018-06-24,748,0,1.4,Inner,Late,1.0,0,0,0
579,勝得威,2018-05-27,679,0,1.2,MiddleInner,Late,1.0,1,1,1
580,勝得威,2018-04-29,606,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,0
581,勝得威,2018-04-08,554,0,1.2,Inner,MiddleLate,1.0,0,0,1
582,勝得威,2018-03-11,490,0,1.2,MiddleInner,Pace,2.0,0,0,1
655,勇闖者,2018-12-29,300,0,1.4,Outer,Late,3.0,0,0,0
656,勇闖者,2018-12-16,262,0,1.4,Outer,Late,6.0,0,0,0
658,勇闖者,2018-11-04,154,0,1.4,MiddleInner,Late,1.0,0,0,0
659,勇闖者,2018-06-24,750,0,1.2,Outer,Late,4.0,0,0,0
660,勇闖者,2018-05-30,692,0,1.2,MiddleInner,MiddleLate,4.0,1,1,1
661,勇闖者,2018-04-21,594,0,1.4,Outer,Late,8.0,0,0,0
662,勇闖者,2018-04-11,564,1,1.65,MiddleOuter,Pace,2.0,0,0,0
663,勇闖者,2018-03-28,536,1,1.2,MiddleOuter,MiddleLate,4.0,1,1,1
664,勇闖者,2018-03-18,508,0,1.2,MiddleInner,Late,1.0,0,0,0
665,勇闖者,2018-03-11,491,0,1.2,MiddleInner,MiddleLate,4.0,0,0,1
696,洪荒駿駒,2018-10-31,138,0,1.2,Inner,MiddleLate,1.0,0,0,1
697,洪荒駿駒,2018-10-07,76,0,1.4,MiddleOuter,MiddleFront,1.0,0,0,1
698,洪荒駿駒,2018-09-02,4,0,1.2,MiddleInner,Late,2.0,0,0,0
699,洪荒駿駒,2018-07-15,798,0,1.2,Inner,Pace,2.0,0,1,1
700,洪荒駿駒,2018-06-10,715,0,1.4,Outer,Pace,2.0,1,1,1
701,洪荒駿駒,2018-05-06,623,0,1.4,MiddleOuter,Pace,3.0,0,0,0
702,洪荒駿駒,2018-04-18,577,1,1.2,Outer,Late,3.0,0,0,0
703,洪荒駿駒,2018-03-14,494,1,1.2,Inner,MiddleFront,2.0,0,0,0
736,烽煙四喜,2018-11-18,183,0,1.65,Outer,Late,8.0,1,1,1
737,烽煙四喜,2018-10-31,143,0,1.65,Inner,MiddleFront,1.0,1,1,1
738,烽煙四喜,2018-09-22,40,0,1.6,Outer,MiddleFront,3.0,1,1,1
739,烽煙四喜,2018-07-15,801,0,1.4,Inner,MiddleFront,1.0,1,1,1
740,烽煙四喜,2018-07-11,792,1,1.65,Outer,Pace,1.0,0,0,0
741,烽煙四喜,2018-07-01,764,0,1.65,MiddleOuter,MiddleFront,3.0,1,1,1
742,烽煙四喜,2018-06-10,719,0,1.65,MiddleOuter,Pace,4.0,0,0,1
743,烽煙四喜,2018-05-30,691,0,1.65,Outer,Late,2.0,0,0,0
744,烽煙四喜,2018-05-12,642,0,1.2,MiddleOuter,MiddleLate,3.0,0,0,0
786,紅衣優駿,2018-11-25,205,0,1.6,MiddleOuter,Pace,1.0,0,0,0
787,紅衣優駿,2018-11-10,170,0,1.4,Outer,Pace,2.0,0,0,0
788,紅衣優駿,2018-10-07,82,0,1.4,MiddleInner,Pace,2.0,1,1,1
789,紅衣優駿,2018-09-22,46,0,1.4,MiddleInner,MiddleFront,2.0,0,1,1
790,紅衣優駿,2018-06-16,739,0,1.6,MiddleInner,MiddleFront,2.0,0,0,0
791,紅衣優駿,2018-05-20,667,0,1.6,MiddleOuter,Pace,1.0,0,0,0
792,紅衣優駿,2018-02-18,435,0,1.8,MiddleInner,MiddleFront,3.0,0,0,0
793,紅衣優駿,2018-01-21,363,0,1.6,MiddleInner,Pace,2.0,0,0,1
794,紅衣優駿,2018-01-07,322,0,1.6,MiddleInner,MiddleFront,3.0,1,1,1
825,翡翠劇院,2018-12-09,244,0,1.2,MiddleInner,MiddleFront,2.0,0,0,0
826,翡翠劇院,2018-11-07,162,1,1.2,MiddleInner,MiddleLate,2.0,0,0,0
827,翡翠劇院,2018-10-24,126,1,1.2,Inner,MiddleFront,1.0,1,1,1
828,翡翠劇院,2018-10-10,88,1,1.2,MiddleOuter,MiddleFront,1.0,0,1,1
829,翡翠劇院,2018-09-12,35,1,1.2,MiddleInner,MiddleFront,2.0,0,0,0
830,翡翠劇院,2018-07-08,787,0,1.2,Outer,MiddleLate,4.0,0,0,0
831,翡翠劇院,2018-06-16,737,0,1.2,Inner,MiddleFront,2.0,0,0,0
832,翡翠劇院,2018-05-20,660,0,1.4,MiddleInner,MiddleLate,1.0,0,0,0
833,翡翠劇院,2018-04-18,583,1,1.2,MiddleInner,MiddleFront,2.0,0,0,0
871,綫路勇駒,2018-12-29,298,0,2.0,Outer,Pace,2.0,0,0,0
872,綫路勇駒,2018-12-09,245,0,1.4,MiddleInner,MiddleFront,1.0,0,0,0
873,綫路勇駒,2018-10-31,143,0,1.65,Inner,Late,2.0,0,0,0
874,綫路勇駒,2018-10-13,98,0,1.6,Inner,MiddleFront,1.0,0,0,0
875,綫路勇駒,2018-09-22,46,0,1.4,Outer,Pace,2.0,0,0,0
876,綫路勇駒,2018-09-02,10,0,1.4,MiddleOuter,MiddleLate,4.0,0,0,0
877,綫路勇駒,2018-07-01,768,0,1.65,Outer,Pace,4.0,0,0,0
878,綫路勇駒,2018-06-16,739,0,1.6,MiddleInner,Pace,1.0,0,0,0
879,綫路勇駒,2018-05-27,686,0,1.4,Outer,Pace,2.0,0,0,1
880,綫路勇駒,2018-04-29,612,0,1.6,Outer,Pace,1.0,0,1,1
916,喜悅明駒,2018-12-12,246,1,1.65,Inner,MiddleFront,1.0,0,0,1
917,喜悅明駒,2018-07-15,798,0,1.2,Outer,Late,2.0,0,0,0
918,喜悅明駒,2018-05-23,669,1,1.2,Inner,Late,1.0,0,0,0
919,喜悅明駒,2018-05-06,627,0,1.4,MiddleInner,MiddleLate,3.0,0,0,0
920,喜悅明駒,2018-04-11,561,1,1.65,Inner,MiddleFront,3.0,0,0,0
921,喜悅明駒,2018-03-18,503,0,1.4,Inner,MiddleLate,1.0,0,0,0
941,幸運時代,2018-11-14,179,1,1.8,Outer,Pace,2.0,0,0,0
942,幸運時代,2018-10-28,135,1,1.65,Outer,MiddleFront,2.0,0,0,0
943,幸運時代,2018-10-03,70,1,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
944,幸運時代,2018-06-06,712,1,1.65,Inner,MiddleFront,1.0,0,0,0
945,幸運時代,2018-05-09,638,1,1.65,Outer,Pace,1.0,1,1,1
946,幸運時代,2018-03-21,517,1,1.65,MiddleOuter,Pace,3.0,0,1,1
947,幸運時代,2018-03-03,470,0,1.6,MiddleInner,MiddleFront,3.0,0,1,1
948,幸運時代,2018-02-10,413,0,1.4,MiddleInner,MiddleLate,2.0,0,1,1
949,幸運時代,2018-01-21,358,0,1.4,MiddleOuter,MiddleLate,4.0,0,0,1
959,錢途再現,2018-12-29,292,0,1.2,Outer,Late,2.0,1,1,1
960,錢途再現,2018-11-25,200,0,1.4,MiddleInner,MiddleLate,2.0,0,0,0
961,錢途再現,2018-10-31,138,0,1.2,Inner,MiddleFront,1.0,0,0,0
962,錢途再現,2018-10-13,93,0,1.2,MiddleInner,MiddleLate,5.0,0,1,1
963,錢途再現,2018-05-30,687,0,1.2,MiddleOuter,MiddleLate,4.0,0,0,0
996,紅旗星將,2018-12-29,298,0,2.0,MiddleOuter,Pace,1.0,0,0,0
997,紅旗星將,2018-12-05,234,1,1.65,Outer,Pace,2.0,0,0,0
998,紅旗星將,2018-11-07,160,1,1.65,Inner,Pace,3.0,0,0,0
999,紅旗星將,2018-10-10,90,1,1.65,Outer,Pace,1.0,0,1,1
1000,紅旗星將,2018-06-06,712,1,1.65,MiddleInner,Pace,1.0,0,0,0
1001,紅旗星將,2018-05-09,635,1,1.65,Outer,Pace,1.0,0,1,1
1002,紅旗星將,2018-04-11,561,1,1.65,Inner,MiddleFront,2.0,0,1,1
1003,紅旗星將,2018-03-21,514,1,1.65,MiddleOuter,Pace,2.0,1,1,1
1004,紅旗星將,2018-03-03,471,0,1.4,Outer,Pace,2.0,0,0,0
1005,紅旗星將,2018-02-10,413,0,1.4,MiddleOuter,Pace,3.0,1,1,1
1034,帝豪寶寶,2018-12-29,300,0,1.4,Outer,Pace,1.0,0,0,0
1035,帝豪寶寶,2018-12-16,262,0,1.4,MiddleOuter,Pace,2.0,0,0,0
1036,帝豪寶寶,2018-11-25,208,0,1.4,Outer,Pace,2.0,0,0,0
1037,帝豪寶寶,2018-10-21,118,0,1.4,MiddleOuter,Pace,1.0,0,0,0
1038,帝豪寶寶,2018-09-22,46,0,1.4,Inner,Pace,1.0,1,1,1
1039,帝豪寶寶,2018-06-24,751,0,1.4,Outer,Pace,1.0,0,0,0
1040,帝豪寶寶,2018-05-27,686,0,1.4,Outer,MiddleFront,3.0,0,0,0
1041,帝豪寶寶,2018-04-21,594,0,1.4,MiddleInner,Pace,1.0,0,0,0
1042,帝豪寶寶,2018-03-25,529,0,1.4,Outer,Pace,1.0,1,1,1
1043,帝豪寶寶,2018-02-18,437,0,1.4,Inner,MiddleFront,2.0,0,0,0
1044,帝豪寶寶,2018-02-04,400,0,1.4,Outer,Pace,2.0,0,1,1
1065,首映,2018-11-18,188,0,1.2,MiddleInner,Late,2.0,0,0,0
1089,你知我意,2018-12-05,229,1,1.2,Inner,MiddleFront,1.0,0,0,0
1090,你知我意,2018-11-07,156,1,1.2,MiddleOuter,Pace,2.0,0,0,0
1091,你知我意,2018-10-18,101,1,1.2,MiddleOuter,Pace,2.0,0,0,1
1092,你知我意,2018-07-04,772,1,1.2,MiddleInner,Pace,1.0,1,1,1
1093,你知我意,2018-06-13,726,1,1.2,Outer,Pace,2.0,0,0,0
1094,你知我意,2018-05-23,669,1,1.2,MiddleInner,Pace,1.0,0,0,0
1095,你知我意,2018-05-09,633,1,1.2,Outer,MiddleFront,2.0,0,0,0
1096,你知我意,2018-04-18,581,1,1.0,MiddleOuter,MiddleFront,1.0,0,0,0
1097,你知我意,2018-04-11,558,1,1.2,Outer,MiddleFront,6.0,0,0,0
1135,勁快步,2018-12-19,265,0,1.65,Inner,MiddleFront,2.0,0,1,1
1136,勁快步,2018-12-02,220,0,1.2,Outer,Late,3.0,0,0,0
1137,勁快步,2018-10-10,84,1,1.2,Outer,MiddleLate,5.0,0,0,0
1138,勁快步,2018-09-22,38,0,1.2,MiddleInner,Late,3.0,0,0,1
1139,勁快步,2018-09-02,4,0,1.2,Inner,MiddleLate,1.0,0,0,0
1140,勁快步,2018-07-08,779,0,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
1141,勁快步,2018-05-30,687,0,1.2,MiddleOuter,MiddleFront,5.0,0,0,1
1142,勁快步,2018-05-02,613,0,1.2,Outer,Late,5.0,0,1,1
1143,勁快步,2018-04-21,587,0,1.4,MiddleInner,MiddleFront,3.0,0,0,0
1144,勁快步,2018-01-28,373,0,1.4,Outer,MiddleLate,6.0,0,0,0
1172,萬里威揚,2018-12-16,258,0,1.4,MiddleInner,Late,3.0,0,0,0
1173,萬里威揚,2018-11-25,200,0,1.4,Outer,Late,3.0,0,0,0
1174,萬里威揚,2018-11-14,173,1,1.65,Inner,MiddleLate,1.0,0,0,0
1175,萬里威揚,2018-10-24,119,1,1.65,MiddleOuter,MiddleLate,5.0,0,0,0
1176,萬里威揚,2018-10-03,65,1,1.65,Outer,MiddleFront,5.0,0,0,0
1177,萬里威揚,2018-09-05,11,1,1.65,MiddleInner,MiddleLate,1.0,0,1,1
1178,萬里威揚,2018-07-11,789,1,1.65,Inner,MiddleFront,4.0,0,0,0
1179,萬里威揚,2018-05-30,688,0,1.8,MiddleInner,MiddleFront,2.0,0,0,0
1180,萬里威揚,2018-05-12,644,0,1.6,Inner,MiddleLate,1.0,0,0,0
1181,萬里威揚,2018-04-25,601,1,1.65,Inner,MiddleLate,4.0,0,0,0
1182,萬里威揚,2018-03-28,531,1,1.65,Inner,MiddleFront,2.0,0,1,1
1219,陽明秋秋,2018-11-25,203,0,1.4,Inner,Pace,1.0,0,0,0
1220,陽明秋秋,2018-11-04,149,0,1.4,Outer,Late,8.0,0,0,0
1221,陽明秋秋,2018-10-07,77,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
1222,陽明秋秋,2018-09-09,26,0,1.4,MiddleOuter,MiddleFront,3.0,0,0,0
1223,陽明秋秋,2018-05-20,663,0,1.4,Outer,Pace,2.0,0,0,0
1224,陽明秋秋,2018-04-02,545,0,1.4,Inner,Pace,2.0,0,1,1
1225,陽明秋秋,2018-03-18,503,0,1.4,MiddleInner,Pace,1.0,0,1,1
1226,陽明秋秋,2018-02-18,428,0,1.4,Inner,Pace,1.0,1,1,1
1227,陽明秋秋,2018-01-21,358,0,1.4,Inner,Pace,1.0,0,0,0
1239,帝聖寶貝,2018-11-14,174,1,1.2,MiddleInner,MiddleFront,1.0,0,1,1
1240,帝聖寶貝,2018-10-13,93,0,1.2,MiddleInner,MiddleFront,2.0,0,0,0
1241,帝聖寶貝,2018-10-10,84,1,1.2,Inner,Pace,4.0,1,1,1
1242,帝聖寶貝,2018-09-22,38,0,1.2,Inner,MiddleFront,2.0,0,0,0
1243,帝聖寶貝,2018-09-02,4,0,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
1244,帝聖寶貝,2018-07-04,770,1,1.0,Outer,Late,3.0,0,0,0
1245,帝聖寶貝,2018-05-30,687,0,1.2,MiddleInner,Late,6.0,0,0,0
1246,帝聖寶貝,2018-05-02,613,0,1.2,Outer,MiddleLate,4.0,0,0,0
1247,帝聖寶貝,2018-04-21,587,0,1.4,MiddleOuter,Pace,3.0,0,0,1
1277,大籐王,2018-11-25,205,0,1.6,Outer,Late,3.0,0,0,0
1278,大籐王,2018-11-10,170,0,1.4,MiddleOuter,MiddleFront,2.0,1,1,1
1279,大籐王,2018-09-09,20,0,1.4,Inner,Late,2.0,0,1,1
1280,大籐王,2018-09-02,10,0,1.4,Outer,Late,3.0,0,1,1
1281,大籐王,2018-05-27,686,0,1.4,MiddleInner,MiddleLate,3.0,1,1,1
1282,大籐王,2018-03-18,509,0,2.0,MiddleInner,MiddleLate,2.0,0,0,0
1283,大籐王,2018-02-18,435,0,1.8,Inner,MiddleLate,2.0,0,0,0
1284,大籐王,2018-01-28,381,0,1.8,Outer,Late,4.0,0,1,1
1329,叫關健康,2018-12-19,272,0,1.2,Inner,MiddleLate,1.0,0,0,0
1330,叫關健康,2018-11-28,215,1,1.0,MiddleInner,MiddleFront,2.0,0,0,0
1331,叫關健康,2018-10-18,106,1,1.0,MiddleOuter,Pace,1.0,0,0,0
1332,叫關健康,2018-09-26,53,1,1.2,MiddleInner,Pace,1.0,0,0,0
1333,叫關健康,2018-07-11,794,1,1.0,MiddleInner,MiddleFront,3.0,0,0,0
1334,叫關健康,2018-06-27,757,1,1.0,MiddleOuter,MiddleLate,3.0,0,0,1
1335,叫關健康,2018-06-06,711,1,1.0,Inner,Pace,1.0,1,1,1
1336,叫關健康,2018-05-16,652,1,1.0,MiddleInner,Pace,2.0,0,1,1
1337,叫關健康,2018-04-29,607,0,1.2,MiddleOuter,Pace,1.0,0,0,0
1338,叫關健康,2018-03-28,536,1,1.2,MiddleInner,Pace,1.0,0,0,0
1367,力王,2018-12-29,298,0,2.0,Inner,Late,3.0,0,0,0
1368,力王,2018-11-28,211,1,1.8,Inner,MiddleLate,7.0,0,0,1
1369,力王,2018-11-14,179,1,1.8,Inner,MiddleLate,5.0,0,0,0
1370,力王,2018-10-24,120,1,2.2,MiddleInner,MiddleLate,4.0,0,0,0
1371,力王,2018-09-22,43,0,1.8,MiddleInner,Late,6.0,0,0,1
1372,力王,2018-07-01,762,0,2.0,MiddleInner,Late,2.0,0,0,0
1373,力王,2018-06-06,706,1,2.2,MiddleInner,Late,1.0,0,0,1
1374,力王,2018-05-06,629,0,2.0,MiddleInner,MiddleFront,4.0,0,1,1
1375,力王,2018-04-08,553,0,1.8,MiddleOuter,Late,1.0,0,0,0
1376,力王,2018-03-11,493,0,1.6,MiddleInner,Late,3.0,0,1,1
1377,力王,2018-02-21,444,1,1.8,MiddleInner,MiddleLate,2.0,0,0,0
1406,馬克羅斯,2018-12-09,243,0,2.0,MiddleOuter,Pace,2.0,0,0,1
1407,馬克羅斯,2018-11-18,187,0,2.0,MiddleInner,Pace,1.0,0,0,0
1408,馬克羅斯,2018-11-04,151,0,1.8,MiddleOuter,Pace,1.0,1,1,1
1409,馬克羅斯,2018-10-21,116,0,1.6,Outer,Pace,2.0,0,0,0
1410,馬克羅斯,2018-04-29,610,0,2.0,MiddleOuter,Pace,1.0,0,0,0
1411,馬克羅斯,2018-04-08,555,0,1.6,Inner,Pace,1.0,0,0,0
1412,馬克羅斯,2018-02-25,454,0,2.0,MiddleOuter,Pace,1.0,1,1,1
1413,馬克羅斯,2018-01-28,380,0,1.6,MiddleOuter,Pace,4.0,0,0,0
1442,金剛之星,2018-12-02,224,0,1.65,Outer,Pace,2.0,0,0,0
1443,金剛之星,2018-11-18,183,0,1.65,MiddleInner,MiddleFront,6.0,0,0,1
1444,金剛之星,2018-10-31,143,0,1.65,Outer,Pace,2.0,0,0,0
1445,金剛之星,2018-10-07,81,0,1.65,MiddleOuter,Pace,2.0,0,1,1
1446,金剛之星,2018-09-09,27,0,1.2,MiddleInner,MiddleFront,3.0,0,0,0
1447,金剛之星,2018-07-01,768,0,1.65,MiddleInner,Pace,1.0,0,0,0
1448,金剛之星,2018-02-28,463,0,1.65,Outer,Late,5.0,0,0,0
1449,金剛之星,2018-02-10,410,0,1.65,Inner,Pace,1.0,1,1,1
1472,最佳禮物,2018-12-29,292,0,1.2,MiddleOuter,Late,2.0,0,0,0
1473,最佳禮物,2018-11-04,149,0,1.4,Outer,Late,5.0,0,0,0
1474,最佳禮物,2018-10-07,77,0,1.4,MiddleOuter,Late,2.0,0,0,0
1475,最佳禮物,2018-09-09,23,0,1.2,Inner,Late,1.0,0,0,0
1476,最佳禮物,2018-07-01,765,0,1.4,MiddleOuter,MiddleLate,4.0,0,0,0
1477,最佳禮物,2018-06-16,735,0,1.4,Outer,Late,2.0,0,0,0
1478,最佳禮物,2018-05-27,680,0,1.2,Outer,Late,5.0,0,0,0
1479,最佳禮物,2018-04-18,581,1,1.0,MiddleInner,Late,2.0,0,0,0
1480,最佳禮物,2018-03-25,525,0,1.2,Inner,MiddleLate,2.0,0,0,0
1509,勤德兼備,2018-12-19,270,0,1.8,MiddleOuter,MiddleFront,3.0,0,0,0
1510,勤德兼備,2018-11-28,211,1,1.8,Inner,MiddleLate,3.0,1,1,1
1511,勤德兼備,2018-11-07,160,1,1.65,MiddleOuter,Late,4.0,0,0,0
1512,勤德兼備,2018-10-28,130,1,1.65,MiddleInner,MiddleFront,2.0,1,1,1
1513,勤德兼備,2018-10-01,58,0,1.4,MiddleInner,MiddleFront,4.0,0,0,0
1514,勤德兼備,2018-09-09,23,0,1.2,Inner,MiddleLate,3.0,0,0,1
1515,勤德兼備,2018-07-11,792,1,1.65,Outer,Late,2.0,0,0,0
1516,勤德兼備,2018-06-27,758,1,1.2,Inner,Late,2.0,0,0,0
1517,勤德兼備,2018-06-10,723,0,1.4,Outer,Late,2.0,0,0,0
1518,勤德兼備,2018-03-11,489,0,1.65,MiddleOuter,Late,5.0,0,0,0
1570,贏馬神器,2018-09-02,6,0,1.4,Inner,MiddleFront,3.0,1,1,1
1571,贏馬神器,2018-07-08,784,0,1.6,MiddleInner,Pace,2.0,1,1,1
1572,贏馬神器,2018-06-16,736,0,1.6,Outer,Pace,2.0,0,1,1
1573,贏馬神器,2018-06-03,699,0,1.6,Outer,Pace,3.0,0,0,0
1574,贏馬神器,2018-05-20,661,0,1.4,Inner,MiddleFront,2.0,0,0,0
1575,贏馬神器,2018-04-21,587,0,1.4,Inner,MiddleFront,1.0,1,1,1
1576,贏馬神器,2018-03-25,520,0,1.2,Outer,Late,6.0,0,0,0
1577,贏馬神器,2018-02-18,427,0,1.4,Inner,MiddleFront,4.0,0,1,1
1608,財高八斗,2018-11-18,189,0,1.2,Outer,MiddleLate,4.0,0,0,0
1610,財高八斗,2018-10-10,89,1,1.0,Outer,Late,3.0,0,0,0
1611,財高八斗,2018-10-01,64,0,1.2,Outer,Pace,2.0,0,0,0
1612,財高八斗,2018-09-05,18,1,1.2,MiddleInner,MiddleFront,2.0,0,0,0
1613,財高八斗,2018-07-11,795,1,1.2,MiddleOuter,MiddleFront,2.0,0,0,1
1614,財高八斗,2018-07-01,766,0,1.2,Inner,MiddleFront,1.0,0,0,0
1615,財高八斗,2018-04-15,575,0,1.2,Inner,MiddleFront,1.0,0,0,0
1616,財高八斗,2018-03-07,477,1,1.2,MiddleInner,MiddleLate,4.0,0,0,0
1650,新界之星,2018-12-16,258,0,1.4,Outer,Late,3.0,0,0,0
1652,新界之星,2018-11-04,147,0,1.6,Outer,MiddleLate,3.0,0,0,1
1653,新界之星,2018-10-01,56,0,1.8,MiddleInner,MiddleLate,6.0,0,0,0
1654,新界之星,2018-09-22,40,0,1.6,Inner,MiddleLate,1.0,0,0,0
